CHAR_1,CHAR_2,CHAR_3,CHAR_5,CHAR_6,CHAR_7,FIRST_2,FIRST_3,FIRST_5,FIRST_6,FIRST_7,LEFTHAND_TEXT,CHAR_5_TEXT,CHAR_6_TEXT,CHAR_7_TEXT,Combined Text,PartSpecific,Part,Area,Type,Extra,Complete,Notes
S,9,1,2,1,9,S9,S91,S91.2,S91.21,S91.219,Open wound of ankle & foot,damage nail,body foreign laceration,toes,damage nail body foreign laceration toes,toe,foot,leg,trauma,laceration,y,.
S,9,2,4,0,1,S9,S92,S92.4,S92.40,S92.401,Fracture of foot except ankle,fracture,toe,displaced right,fracture toe displaced right,toe,foot,leg,trauma,fracture,y,.
S,9,2,4,0,2,S9,S92,S92.4,S92.40,S92.402,Fracture of foot except ankle,fracture,toe,displaced left,fracture toe displaced left,toe,foot,leg,trauma,fracture,y,.
S,9,2,4,0,4,S9,S92,S92.4,S92.40,S92.404,Fracture of foot except ankle,fracture,toe,nondisplaced right,fracture toe nondisplaced right,toe,foot,leg,trauma,fracture,y,.
S,9,2,4,0,5,S9,S92,S92.4,S92.40,S92.405,Fracture of foot except ankle,fracture,toe,left nondisplaced,fracture toe left nondisplaced,toe,foot,leg,trauma,fracture,y,.
S,9,2,5,0,1,S9,S92,S92.5,S92.50,S92.501,Fracture of foot except ankle,fracture,lesser toes,displaced right,fracture lesser toes displaced right,toe,foot,leg,trauma,fracture,y,.
S,9,2,5,0,2,S9,S92,S92.5,S92.50,S92.502,Fracture of foot except ankle,fracture,lesser toes,displaced left,fracture lesser toes displaced left,toe,foot,leg,trauma,fracture,y,.
S,9,2,5,0,4,S9,S92,S92.5,S92.50,S92.504,Fracture of foot except ankle,fracture,lesser toes,nondisplaced right,fracture lesser toes nondisplaced right,toe,foot,leg,trauma,fracture,y,.
S,9,2,9,1,1,S9,S92,S92.9,S92.91,S92.911,Fracture of foot except ankle,fracture,toes,right,fracture toes right,toe,foot,leg,trauma,fracture,y,.
S,9,2,9,1,2,S9,S92,S92.9,S92.91,S92.912,Fracture of foot except ankle,fracture,toes,left,fracture toes left,toe,foot,leg,trauma,fracture,y,.
S,9,2,9,1,9,S9,S92,S92.9,S92.91,S92.919,Fracture of foot except ankle,fracture,toes,.,fracture toes .,toe,foot,leg,trauma,fracture,y,.
S,9,3,1,0,4,S9,S93,S93.1,S93.10,S93.104,"Dislocation, sprain, & strain of joints & ligaments at ankle & foot level",joint,toes,dislocation right,joint toes dislocation right,toe,foot,leg,trauma,dislocation,y,.
S,9,3,5,0,1,S9,S93,S93.5,S93.50,S93.501,"Dislocation, sprain, & strain of joints & ligaments at ankle & foot level",sprain,toes,right toe,sprain toes right toe,toe,foot,leg,trauma,sprain,y,.
S,9,3,5,0,2,S9,S93,S93.5,S93.50,S93.502,"Dislocation, sprain, & strain of joints & ligaments at ankle & foot level",sprain,toes,left toe,sprain toes left toe,toe,foot,leg,trauma,sprain,y,.
S,9,3,5,0,5,S9,S93,S93.5,S93.50,S93.505,"Dislocation, sprain, & strain of joints & ligaments at ankle & foot level",sprain,toes,left lesser,sprain toes left lesser,toe,foot,leg,trauma,sprain,y,.
S,9,7,1,1,1,S9,S97,S97.1,S97.11,S97.111,Crushing injury of ankle & foot,crushing injury,toe,right,crushing injury toe right,toe,foot,leg,trauma,crushing,y,.
S,9,7,1,1,2,S9,S97,S97.1,S97.11,S97.112,Crushing injury of ankle & foot,crushing injury,toe,left,crushing injury toe left,toe,foot,leg,trauma,crushing,y,.
S,9,8,1,3,2,S9,S98,S98.1,S98.13,S98.132,Traumatic amputation of ankle & foot,amputation toe traumatic,complete lesser one,left,amputation toe traumatic complete lesser one left,toe,foot,leg,trauma,amputation,y,.
S,9,9,2,0,1,S9,S99,S99.2,S99.20,S99.201,Other & unspecified injuries of ankle & foot,fracture,phalanx physeal toe,right,fracture phalanx physeal toe right,toe,foot,leg,trauma,fracture,y,.
S,9,9,2,1,1,S9,S99,S99.2,S99.21,S99.211,Other & unspecified injuries of ankle & foot,fracture,phalanx physeal salterharris toe type,right,fracture phalanx physeal salterharris toe type right,toe,foot,leg,trauma,fracture,y,.
S,9,9,2,1,2,S9,S99,S99.2,S99.21,S99.212,Other & unspecified injuries of ankle & foot,fracture,phalanx physeal salterharris toe type,left,fracture phalanx physeal salterharris toe type left,toe,foot,leg,trauma,fracture,y,.
S,9,9,2,2,1,S9,S99,S99.2,S99.22,S99.221,Other & unspecified injuries of ankle & foot,fracture,ii phalanx physeal salterharris toe type,right,fracture ii phalanx physeal salterharris toe type right,toe,foot,leg,trauma,fracture,y,.
S,9,9,2,2,2,S9,S99,S99.2,S99.22,S99.222,Other & unspecified injuries of ankle & foot,fracture,ii phalanx physeal salterharris toe type,left,fracture ii phalanx physeal salterharris toe type left,toe,foot,leg,trauma,fracture,y,.
S,9,9,2,3,1,S9,S99,S99.2,S99.23,S99.231,Other & unspecified injuries of ankle & foot,fracture,iii phalanx physeal salterharris toe type,right,fracture iii phalanx physeal salterharris toe type right,toe,foot,leg,trauma,fracture,y,.
S,9,9,2,3,2,S9,S99,S99.2,S99.23,S99.232,Other & unspecified injuries of ankle & foot,fracture,iii phalanx physeal salterharris toe type,left,fracture iii phalanx physeal salterharris toe type left,toe,foot,leg,trauma,fracture,y,.
S,9,9,2,4,2,S9,S99,S99.2,S99.24,S99.242,Other & unspecified injuries of ankle & foot,fracture,iv phalanx physeal salterharris toe type,left,fracture iv phalanx physeal salterharris toe type left,toe,foot,leg,trauma,fracture,y,.
S,9,2,4,2,1,S9,S92,S92.4,S92.42,S92.421,Fracture of foot except ankle,fracture,distal phalanx toe,displaced right,fracture distal phalanx toe displaced right,"toe, distal",foot,leg,trauma,fracture,y,.
S,9,2,4,2,2,S9,S92,S92.4,S92.42,S92.422,Fracture of foot except ankle,fracture,distal phalanx toe,displaced left,fracture distal phalanx toe displaced left,"toe, distal",foot,leg,trauma,fracture,y,.
S,9,2,4,2,4,S9,S92,S92.4,S92.42,S92.424,Fracture of foot except ankle,fracture,distal phalanx toe,nondisplaced right,fracture distal phalanx toe nondisplaced right,"toe, distal",foot,leg,trauma,fracture,y,.
S,9,2,4,2,5,S9,S92,S92.4,S92.42,S92.425,Fracture of foot except ankle,fracture,distal phalanx toe,left nondisplaced,fracture distal phalanx toe left nondisplaced,"toe, distal",foot,leg,trauma,fracture,y,.
S,9,2,5,3,1,S9,S92,S92.5,S92.53,S92.531,Fracture of foot except ankle,fracture,distal lesser phalanx toes,displaced right,fracture distal lesser phalanx toes displaced right,"toe, distal",foot,leg,trauma,fracture,y,.
S,9,2,5,3,2,S9,S92,S92.5,S92.53,S92.532,Fracture of foot except ankle,fracture,distal lesser phalanx toes,displaced left,fracture distal lesser phalanx toes displaced left,"toe, distal",foot,leg,trauma,fracture,y,.
S,9,2,5,3,4,S9,S92,S92.5,S92.53,S92.534,Fracture of foot except ankle,fracture,distal lesser phalanx toes,nondisplaced right,fracture distal lesser phalanx toes nondisplaced right,"toe, distal",foot,leg,trauma,fracture,y,.
S,9,2,5,3,5,S9,S92,S92.5,S92.53,S92.535,Fracture of foot except ankle,fracture,distal lesser phalanx toes,left nondisplaced,fracture distal lesser phalanx toes left nondisplaced,"toe, distal",foot,leg,trauma,fracture,y,.
S,9,2,5,2,1,S9,S92,S92.5,S92.52,S92.521,Fracture of foot except ankle,fracture,lesser middle phalanx toes,displaced right,fracture lesser middle phalanx toes displaced right,"toe, middle",foot,leg,trauma,fracture,y,.
S,9,2,5,2,4,S9,S92,S92.5,S92.52,S92.524,Fracture of foot except ankle,fracture,lesser middle phalanx toes,nondisplaced right,fracture lesser middle phalanx toes nondisplaced right,"toe, middle",foot,leg,trauma,fracture,y,.
S,9,2,5,2,5,S9,S92,S92.5,S92.52,S92.525,Fracture of foot except ankle,fracture,lesser middle phalanx toes,left nondisplaced,fracture lesser middle phalanx toes left nondisplaced,"toe, middle",foot,leg,trauma,fracture,y,.
S,9,2,4,1,1,S9,S92,S92.4,S92.41,S92.411,Fracture of foot except ankle,fracture,phalanx proximal toe,displaced right,fracture phalanx proximal toe displaced right,"toe, proximal",foot,leg,trauma,fracture,y,.
S,9,2,4,1,2,S9,S92,S92.4,S92.41,S92.412,Fracture of foot except ankle,fracture,phalanx proximal toe,displaced left,fracture phalanx proximal toe displaced left,"toe, proximal",foot,leg,trauma,fracture,y,.
S,9,2,4,1,4,S9,S92,S92.4,S92.41,S92.414,Fracture of foot except ankle,fracture,phalanx proximal toe,nondisplaced right,fracture phalanx proximal toe nondisplaced right,"toe, proximal",foot,leg,trauma,fracture,y,.
S,9,2,4,1,5,S9,S92,S92.4,S92.41,S92.415,Fracture of foot except ankle,fracture,phalanx proximal toe,left nondisplaced,fracture phalanx proximal toe left nondisplaced,"toe, proximal",foot,leg,trauma,fracture,y,.
S,9,2,5,1,1,S9,S92,S92.5,S92.51,S92.511,Fracture of foot except ankle,fracture,lesser phalanx proximal toes,displaced right,fracture lesser phalanx proximal toes displaced right,"toe, proximal",foot,leg,trauma,fracture,y,.
S,9,2,5,1,2,S9,S92,S92.5,S92.51,S92.512,Fracture of foot except ankle,fracture,lesser phalanx proximal toes,displaced left,fracture lesser phalanx proximal toes displaced left,"toe, proximal",foot,leg,trauma,fracture,y,.
S,9,2,5,1,4,S9,S92,S92.5,S92.51,S92.514,Fracture of foot except ankle,fracture,lesser phalanx proximal toes,nondisplaced right,fracture lesser phalanx proximal toes nondisplaced right,"toe, proximal",foot,leg,trauma,fracture,y,.
S,9,2,5,1,5,S9,S92,S92.5,S92.51,S92.515,Fracture of foot except ankle,fracture,lesser phalanx proximal toes,left nondisplaced,fracture lesser phalanx proximal toes left nondisplaced,"toe, proximal",foot,leg,trauma,fracture,y,.
Q,2,1,3,.,.,Q2,Q21,Q21.3,Q21.3,Q21.3,Congenital malformations of cardiac septa,fallot tetralogy,.,.,fallot tetralogy . .,.,-,organ,congenital,circulatory,y,.
Q,2,4,9,.,.,Q2,Q24,Q24.9,Q24.9,Q24.9,Other congenital malformations of heart,congenital heart malformation,.,.,congenital heart malformation . .,.,-,organ,congenital,circulatory,y,.
Q,2,7,3,0,.,Q2,Q27,Q27.3,Q27.30,Q27.30,Other congenital malformations of peripheral vascular system,arteriovenous malformation,site,.,arteriovenous malformation site .,.,-,organ,congenital,circulatory,y,.
Q,2,7,8,.,.,Q2,Q27,Q27.8,Q27.8,Q27.8,Other congenital malformations of peripheral vascular system,congenital malformations peripheral system vascular,.,.,congenital malformations peripheral system vascular . .,.,-,organ,congenital,circulatory,y,.
Q,2,7,9,.,.,Q2,Q27,Q27.9,Q27.9,Q27.9,Other congenital malformations of peripheral vascular system,congenital malformation peripheral system vascular,.,.,congenital malformation peripheral system vascular . .,.,-,organ,congenital,circulatory,y,.
Q,2,8,2,.,.,Q2,Q28,Q28.2,Q28.2,Q28.2,Other congenital malformations of circulatory system,arteriovenous cerebral malformation vessels,.,.,arteriovenous cerebral malformation vessels . .,.,-,organ,congenital,circulatory,y,.
Q,4,3,1,.,.,Q4,Q43,Q43.1,Q43.1,Q43.1,Other congenital malformations of intestine,disease hirschsprungs,.,.,disease hirschsprungs . .,.,-,organ,congenital,circulatory,y,.
Q,4,4,7,.,.,Q4,Q44,Q44.7,Q44.7,Q44.7,"Congenital malformations of gallbladder, bile ducts, & liver",congenital liver malformations,.,.,congenital liver malformations . .,.,-,organ,congenital,circulatory,y,.
Q,6,0,0,.,.,Q6,Q60,Q60.0,Q60.0,Q60.0,Renal agenesis & other reduction defects of kidney,agenesis renal unilateral,.,.,agenesis renal unilateral . .,.,-,organ,congenital,circulatory,y,.
Q,6,4,0,.,.,Q6,Q64,Q64.0,Q64.0,Q64.0,Other congenital malformations of urinary system,epispadias,.,.,epispadias . .,.,-,organ,congenital,circulatory,y,.
Q,6,4,1,0,.,Q6,Q64,Q64.1,Q64.10,Q64.10,Other congenital malformations of urinary system,bladder urinary,exstrophy,.,bladder urinary exstrophy .,.,-,organ,congenital,circulatory,y,.
Q,6,4,1,2,.,Q6,Q64,Q64.1,Q64.12,Q64.12,Other congenital malformations of urinary system,bladder urinary,cloacal exstrophy,.,bladder urinary cloacal exstrophy .,.,-,organ,congenital,circulatory,y,.
M,6,0,0,0,9,M6,M60,M60.0,M60.00,M60.009,Myositis,infective myositis,arm leg,site,infective myositis arm leg site,.,need last char,other,musculoskeletal,"disorder, muscle",y,.
Q,6,8,8,.,.,Q6,Q68,Q68.8,Q68.8,Q68.8,Other congenital musculoskeletal deformities,congenital deformities musculoskeletal,.,.,congenital deformities musculoskeletal . .,other,-,other,congenital,deformity,y,.
Q,6,9,9,.,.,Q6,Q69,Q69.9,Q69.9,Q69.9,Polydactyly,polydactyly,.,.,polydactyly . .,other,-,other,congenital,digits,y,.
Q,7,0,9,.,.,Q7,Q70,Q70.9,Q70.9,Q70.9,Syndactyly,syndactyly,.,.,syndactyly . .,other,-,other,congenital,digits,y,.
Q,7,3,8,.,.,Q7,Q73,Q73.8,Q73.8,Q73.8,Reduction defects of unspecified limb,defects limbs reduction,.,.,defects limbs reduction . .,other,-,other,congenital,reduction,y,.
Q,7,4,2,.,.,Q7,Q74,Q74.2,Q74.2,Q74.2,Other congenital malformations of limb(s),congenital girdle including limbs lower malformations pelvic,.,.,congenital girdle including limbs lower malformations pelvic . .,.,-,other,congenital,malformation,y,.
Q,7,4,3,.,.,Q7,Q74,Q74.3,Q74.3,Q74.3,Other congenital malformations of limb(s),arthrogryposis congenita multiplex,.,.,arthrogryposis congenita multiplex . .,.,-,other,congenital,malformation,y,.
Q,7,4,8,.,.,Q7,Q74,Q74.8,Q74.8,Q74.8,Other congenital malformations of limb(s),congenital limbs malformations,.,.,congenital limbs malformations . .,.,-,other,congenital,malformation,y,.
Q,7,4,9,.,.,Q7,Q74,Q74.9,Q74.9,Q74.9,Other congenital malformations of limb(s),congenital limbs malformation,.,.,congenital limbs malformation . .,.,-,other,congenital,malformation,y,.
C,4,1,4,.,.,C4,C41,C41.4,C41.4,C41.4,Malignant neoplasm of bone & articular cartilage of other & unspecified sites,bones coccyx malignant neoplasm pelvic sacrum,.,.,bones coccyx malignant neoplasm pelvic sacrum . .,coccyx,spine,spine,tumor,.,y,.
C,4,9,2,1,.,C4,C49,C49.2,C49.21,C49.21,Malignant neoplasm of other connective & soft tissue,connective hip including limb lower malignant neoplasm soft tissue,right,.,connective hip including limb lower malignant neoplasm soft tissue right .,.,pelvis,pelvis,tumor,joint,y,.
C,4,9,2,2,.,C4,C49,C49.2,C49.22,C49.22,Malignant neoplasm of other connective & soft tissue,connective hip including limb lower malignant neoplasm soft tissue,left,.,connective hip including limb lower malignant neoplasm soft tissue left .,.,pelvis,pelvis,tumor,joint,y,.
D,1,6,8,.,.,D1,D16,D16.8,D16.8,D16.8,Benign neoplasm of bone & articular cartilage,benign bones coccyx neoplasm pelvic sacrum,.,.,benign bones coccyx neoplasm pelvic sacrum . .,coccyx,spine,spine,tumor,.,y,.
D,2,1,2,1,.,D2,D21,D21.2,D21.21,D21.21,Other benign neoplasms of connective & other soft tissue,benign connective hip including limb lower neoplasm soft tissue,right,.,benign connective hip including limb lower neoplasm soft tissue right .,.,pelvis,pelvis,tumor,joint,y,.
D,2,1,2,2,.,D2,D21,D21.2,D21.22,D21.22,Other benign neoplasms of connective & other soft tissue,benign connective hip including limb lower neoplasm soft tissue,left,.,benign connective hip including limb lower neoplasm soft tissue left .,.,pelvis,pelvis,tumor,joint,y,.
D,3,6,1,3,.,D3,D36,D36.1,D36.13,D36.13,Benign neoplasm of other & unspecified sites,autonomic benign neoplasm nerves nervous peripheral system,hip including limb lower,.,autonomic benign neoplasm nerves nervous peripheral system hip including limb lower .,.,pelvis,pelvis,tumor,joint,y,.
M,0,0,0,5,1,M0,M00,M00.0,M00.05,M00.051,Pyogenic arthritis,staphylococcal,arthritis hip,.,staphylococcal arthritis hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,0,0,0,5,2,M0,M00,M00.0,M00.05,M00.052,Pyogenic arthritis,staphylococcal,arthritis hip,.,staphylococcal arthritis hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,0,0,8,5,2,M0,M00,M00.8,M00.85,M00.852,Pyogenic arthritis,bacteria due,arthritis hip,.,bacteria due arthritis hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,1,6,9,.,.,M1,M16,M16.9,M16.9,M16.9,Coxarthrosis [arthrosis of hip],hip osteoarthritis,.,.,hip osteoarthritis . .,.,pelvis,pelvis,musculoskeletal,osteoarthritis,y,.
M,2,1,0,5,2,M2,M21,M21.0,M21.05,M21.052,Other acquired deformities of limbs,classified deformity valgus,hip,.,classified deformity valgus hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,1,1,5,2,M2,M21,M21.1,M21.15,M21.152,Other acquired deformities of limbs,classified deformity varus,hip,.,classified deformity varus hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,1,2,5,2,M2,M21,M21.2,M21.25,M21.252,Other acquired deformities of limbs,deformity flexion,hip,.,deformity flexion hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,4,3,5,1,M2,M24,M24.3,M24.35,M24.351,Other specific joint derangements,classified dislocation pathological,hip,.,classified dislocation pathological hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,4,3,5,2,M2,M24,M24.3,M24.35,M24.352,Other specific joint derangements,classified dislocation pathological,hip,.,classified dislocation pathological hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,4,3,5,9,M2,M24,M24.3,M24.35,M24.359,Other specific joint derangements,classified dislocation pathological,hip,.,classified dislocation pathological hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,4,4,5,1,M2,M24,M24.4,M24.45,M24.451,Other specific joint derangements,dislocation recurrent,hip,.,dislocation recurrent hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,4,5,5,1,M2,M24,M24.5,M24.55,M24.551,Other specific joint derangements,contracture,hip,.,contracture hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,4,5,5,2,M2,M24,M24.5,M24.55,M24.552,Other specific joint derangements,contracture,hip,.,contracture hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,4,8,5,1,M2,M24,M24.8,M24.85,M24.851,Other specific joint derangements,joint,classified derangements hip specific,.,joint classified derangements hip specific .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,4,8,5,2,M2,M24,M24.8,M24.85,M24.852,Other specific joint derangements,joint,classified derangements hip specific,.,joint classified derangements hip specific .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,4,8,5,9,M2,M24,M24.8,M24.85,M24.859,Other specific joint derangements,joint,classified derangements hip specific,.,joint classified derangements hip specific .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,5,2,5,1,M2,M25,M25.2,M25.25,M25.251,Other joint disorders,joint,flail hip,.,joint flail hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,5,2,5,2,M2,M25,M25.2,M25.25,M25.252,Other joint disorders,joint,flail hip,.,joint flail hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,5,2,5,9,M2,M25,M25.2,M25.25,M25.259,Other joint disorders,joint,flail hip,.,joint flail hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,5,4,5,1,M2,M25,M25.4,M25.45,M25.451,Other joint disorders,effusion,hip,.,effusion hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,5,5,5,1,M2,M25,M25.5,M25.55,M25.551,Other joint disorders,pain,hip,.,pain hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,5,5,5,2,M2,M25,M25.5,M25.55,M25.552,Other joint disorders,pain,hip,.,pain hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,5,5,5,9,M2,M25,M25.5,M25.55,M25.559,Other joint disorders,pain,hip,.,pain hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,5,8,5,1,M2,M25,M25.8,M25.85,M25.851,Other joint disorders,joint,disorders hip,.,joint disorders hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,5,8,5,2,M2,M25,M25.8,M25.85,M25.852,Other joint disorders,joint,disorders hip,.,joint disorders hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,2,5,8,5,9,M2,M25,M25.8,M25.85,M25.859,Other joint disorders,joint,disorders hip,.,joint disorders hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,6,7,3,5,1,M6,M67,M67.3,M67.35,M67.351,Other disorders of synovium & tendon,synovitis transient,hip,.,synovitis transient hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,6,7,3,5,2,M6,M67,M67.3,M67.35,M67.352,Other disorders of synovium & tendon,synovitis transient,hip,.,synovitis transient hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
M,6,7,3,5,9,M6,M67,M67.3,M67.35,M67.359,Other disorders of synovium & tendon,synovitis transient,hip,.,synovitis transient hip .,.,pelvis,pelvis,musculoskeletal,joint,y,.
